fecha,primera,corriente
2020-07-13,4982,4650
2020-07-14,4982,4650
2020-07-15,4650,4318
2020-07-16,4650,4318
2020-07-17,4650,4318
2020-07-18,4650,4318
2020-07-19,5366,5366
2020-07-20,5366,5366
2020-07-21,4650,4318
2020-07-22,3653,3321
2020-07-23,3653,3321
2020-07-24,4318,3321
2020-07-25,4318,3321
2020-07-26,4318,3321
2020-07-27,4318,3321
2020-07-28,4318,3321
2020-07-29,4318,3321
2020-07-30,3321,3321
2020-07-31,4152,3321
2020-08-01,4350,3480
2020-08-02,4350,3480
2020-08-03,4350,3480
2020-08-04,4350,3480
2020-08-05,4350,3480
2020-08-06,4350,3480
2020-08-07,4350,3480
2020-08-08,4350,3480
2020-08-09,4350,3480
2020-08-10,4350,3480
2020-08-11,4524,3828
2020-08-12,4524,3828
2020-08-13,4524,4176
2020-08-14,4524,3828
2020-08-15,4524,3828
2020-08-16,4524,3828
2020-08-17,4524,3828
2020-08-18,4524,3828
2020-08-19,4524,3828
2020-08-20,4524,3132
2020-08-21,4524,3132
2020-08-22,4524,3828
2020-08-23,4524,3828
2020-08-24,4524,3828
2020-08-25,4524,3828
2020-08-26,4524,3828
2020-08-27,4524,3828
2020-08-28,4524,3828
2020-08-29,4524,3828
2020-08-30,4524,3828
2020-08-31,4524,3828
2020-09-01,4318,3653
2020-09-02,4318,3653
2020-09-03,4318,3653
2020-09-04,5646,4982
2020-09-05,5646,4982
2020-09-06,5646,4982
2020-09-07,5646,4982
2020-09-08,5646,4982
2020-09-09,5646,4982
2020-09-10,5646,4982
2020-09-11,5646,4982
2020-09-12,5724,5366
2020-09-13,5724,5366
2020-09-14,5724,5366
2020-09-15,3985,3653
2020-09-16,3985,3653
2020-09-17,3985,3653
2020-09-18,3985,3653
2020-09-19,4318,3653
2020-09-20,5314,4650
2020-09-21,5314,4650
2020-09-22,3985,3653
2020-09-23,3985,3653
2020-09-24,3985,3653
2020-09-25,4318,3653
2020-09-26,4318,3653
2020-09-27,4650,3653
2020-09-28,4650,3653
2020-09-29,4318,3985
2020-09-30,4318,3985
2020-10-01,4860,4487
2020-10-02,5608,4860
2020-10-03,5608,4860
2020-10-04,4860,4487
2020-10-05,4860,4487
2020-10-06,5234,4860
2020-10-07,5234,4860
2020-10-08,5234,4860
2020-10-09,5234,4860
2020-10-10,5234,4860
2020-10-11,5234,4860
2020-10-12,5234,4860
2020-10-13,4860,4487
2020-10-14,4860,4487
2020-10-15,4860,4487
2020-10-16,4860,4487
2020-10-17,4860,4487
2020-10-18,4860,4487
2020-10-19,4860,4487
2020-10-20,4860,4487
2020-10-21,4860,4487
2020-10-22,4860,4487
2020-10-23,4860,4487
2020-10-24,4860,4487
2020-10-25,4860,4487
2020-10-26,4860,4487
2020-10-27,4860,4487
2020-10-28,4860,4487
2020-10-29,4860,4487
2020-10-30,4673,4487
2020-10-31,4673,4487
2020-11-01,6587,6148
2020-11-02,6587,6148
2020-11-03,5269,6148
2020-11-04,5269,6148
2020-11-05,6148,5269
2020-11-06,6587,6148
2020-11-07,7026,6148
2020-11-08,7026,6148
2020-11-09,7026,6148
2020-11-10,6148,5709
2020-11-11,6148,5709
2020-11-12,6148,5709
2020-11-13,7026,6148
2020-11-14,7026,6148
2020-11-15,7094,6148
2020-11-16,7094,6148
2020-11-17,5709,5269
2020-11-18,5709,5269
2020-11-19,5709,5269
2020-11-20,7026,6148
2020-11-21,7904,6148
2020-11-22,7904,6148
2020-11-23,7904,6148
2020-11-24,6587,6148
2020-11-25,6587,6148
2020-11-26,6587,6148
2020-11-27,6587,6148
2020-11-28,6587,6148
2020-11-29,7904,6587
2020-11-30,7904,6587
2020-12-01,5283,4877
2020-12-02,4572,5080
2020-12-03,4572,5080
2020-12-04,4572,5080
2020-12-05,4572,5080
2020-12-06,5080,4064
2020-12-07,5080,4064
2020-12-08,4572,4064
2020-12-09,4877,4470
2020-12-10,4877,4470
2020-12-11,4673,4064
2020-12-12,4673,4064
2020-12-13,4673,4064
2020-12-14,4673,4064
2020-12-15,4673,4064
2020-12-16,3657,4064
2020-12-17,4470,4064
2020-12-18,4470,4064
2020-12-19,4470,4064
2020-12-20,4470,4064
2020-12-21,4470,4064
2020-12-22,4470,4064
2020-12-23,4470,4064
2020-12-24,4470,4064
2020-12-25,4470,4064
2020-12-26,4470,4064
2020-12-27,4470,4064
2020-12-28,4470,4064
2020-12-29,4470,4064
2020-12-30,4470,4064
2020-12-31,4470,4064
2021-01-01,6134,5316
2021-01-02,6134,5316
2021-01-03,6134,5316
2021-01-04,6134,5316
2021-01-05,4907,4498
2021-01-06,4907,4498
2021-01-07,4907,4498
2021-01-08,7156,6134
2021-01-09,7156,6134
2021-01-10,9201,8179
2021-01-11,9201,8179
2021-01-12,5316,4907
2021-01-13,5316,4907
2021-01-14,5316,4907
2021-01-15,7361,6543
2021-01-16,10128,9690
2021-01-17,8179,7361
2021-01-18,8179,7361
2021-01-19,8179,7361
2021-01-20,8179,7361
2021-01-21,7770,7361
2021-01-22,6543,5725
2021-01-23,6543,5725
2021-01-24,6543,5725
2021-01-25,6543,5725
2021-01-26,6543,6134
2021-01-27,6543,6134
2021-01-28,6543,6134
2021-01-29,8179,7361
2021-01-30,8179,7361
2021-01-31,8388,6711
2021-02-01,8388,6711
2021-02-02,7130,6711
2021-02-03,7130,6711
2021-02-04,7130,6711
2021-02-05,7130,6711
2021-02-06,7130,6711
2021-02-07,7130,6711
2021-02-08,7130,6711
2021-02-09,7130,6711
2021-02-10,7130,6711
2021-02-11,7130,6711
2021-02-12,6920,6291
2021-02-13,6920,6291
2021-02-14,6920,6291
2021-02-15,6920,6291
2021-02-16,6920,6291
2021-02-17,6920,6291
2021-02-18,6920,6291
2021-02-19,6920,6291
2021-02-20,7549,6711
2021-02-21,7549,6711
2021-02-22,7549,6711
2021-02-23,7130,6711
2021-02-24,8388,6711
2021-02-25,7130,6711
2021-02-26,7130,6711
2021-02-27,7130,6711
2021-02-28,10399,9533
2021-03-01,10399,9533
2021-03-02,12999,12132
2021-03-03,10833,9749
2021-03-04,10833,9749
2021-03-05,10833,9749
2021-03-06,10833,9749
2021-03-07,10833,9749
2021-03-08,10833,9749
2021-03-09,9533,8666
2021-03-10,8666,8666
2021-03-11,8666,8666
2021-03-12,8666,8666
2021-03-13,8666,8666
2021-03-14,8666,8666
2021-03-15,8666,8666
2021-03-16,8666,8666
2021-03-17,8666,8666
2021-03-18,8666,8666
2021-03-19,8666,8666
2021-03-20,9333,8399
2021-03-21,8666,8666
2021-03-22,8666,8666
2021-03-23,7799,6933
2021-03-24,7799,6933
2021-03-25,7799,6933
2021-03-26,7799,6933
2021-03-27,7799,6933
2021-03-28,7799,6933
2021-03-29,7799,6933
2021-03-30,6500,6066
2021-03-31,6500,6066
2021-04-01,5421,5059
2021-04-02,5368,4697
2021-04-03,5368,4697
2021-04-04,5872,5033
2021-04-05,5872,5033
2021-04-06,4697,5033
2021-04-07,4697,5033
2021-04-08,4697,5033
2021-04-09,6504,5033
2021-04-10,5872,5033
2021-04-11,5872,5033
2021-04-12,5872,5033
2021-04-13,4697,4362
2021-04-14,5872,5033
2021-04-15,5872,5033
2021-04-16,5872,5033
2021-04-17,5872,5033
2021-04-18,5872,5033
2021-04-19,5872,5033
2021-04-20,5033,4697
2021-04-21,5872,5033
2021-04-22,5872,5033
2021-04-23,5872,5033
2021-04-24,5872,5033
2021-04-25,5872,5033
2021-04-26,5872,5033
2021-04-27,4697,4362
2021-04-28,5872,5033
2021-04-29,5872,5033
2021-04-30,5872,5033
2021-05-01,4461,3965
2021-05-02,4461,3965
2021-05-03,4461,3965
2021-05-04,4461,3965
2021-05-05,5948,5552
2021-05-06,4957,3965
2021-05-07,4957,3965
2021-05-08,4957,3965
2021-05-09,5452,4957
2021-05-10,5452,4957
2021-05-11,5452,4957
2021-05-12,5452,4957
2021-05-13,5452,4957
2021-05-14,5452,4957
2021-05-15,5452,4957
2021-05-16,5452,4957
2021-05-17,5979,5338
2021-05-18,4362,3965
2021-05-19,4957,3965
2021-05-20,6405,5765
2021-05-21,4957,3965
2021-05-22,4957,3965
2021-05-23,4957,3965
2021-05-24,4957,3965
2021-05-25,3965,3569
2021-05-26,3965,3569
2021-05-27,3965,3569
2021-05-28,3965,3569
2021-05-29,3965,3569
2021-05-30,3965,3569
2021-05-31,3965,3569
2021-06-01,3605,3244
2021-06-02,3605,3244
2021-06-03,3605,3244
2021-06-04,3064,2884
2021-06-05,3064,4205
2021-06-06,3605,3244
2021-06-07,3605,3244
2021-06-08,3064,2884
2021-06-09,3064,2884
2021-06-10,3064,2884
2021-06-11,3064,2884
2021-06-12,3785,3154
2021-06-13,3785,3574
2021-06-14,3785,3574
2021-06-15,2523,2343
2021-06-16,3154,2704
2021-06-17,2704,2253
2021-06-18,2704,2253
2021-06-19,4205,3785
2021-06-20,2704,2253
2021-06-21,2704,2253
2021-06-22,2704,2253
2021-06-23,2253,1802
2021-06-24,2253,1802
2021-06-25,3154,2944
2021-06-26,3154,2944
2021-06-27,2253,1802
2021-06-28,2253,1802
2021-06-29,2253,1802
2021-06-30,2253,1802
2021-07-01,2060,1648
2021-07-02,3845,3461
2021-07-03,2884,2472
2021-07-04,2884,2472
2021-07-05,2884,2472
2021-07-06,2884,2472
2021-07-07,2884,2472
2021-07-08,2884,2472
2021-07-09,2884,2472
2021-07-10,3654,3268
2021-07-11,3845,3268
2021-07-12,3845,3268
2021-07-13,3845,3461
2021-07-14,3461,3077
2021-07-15,3461,2884
2021-07-16,3461,3077
2021-07-17,3461,3077
2021-07-18,3461,3268
2021-07-19,3461,3268
2021-07-20,3654,3268
2021-07-21,3268,2884
2021-07-22,3077,2884
2021-07-23,3077,2884
2021-07-24,3077,2884
2021-07-25,3845,3268
2021-07-26,3845,3268
2021-07-27,3242,2947
2021-07-28,3242,2947
2021-07-29,3242,2947
2021-07-30,3242,2947
2021-07-31,3242,2947
2021-08-01,3242,2947
2021-08-02,3242,2947
2021-08-03,3242,2947
2021-08-04,3242,2947
2021-08-05,3242,2947
2021-08-06,3242,2947
2021-08-07,3242,2947
2021-08-08,3242,2947
2021-08-09,3242,2947
2021-08-10,3242,2947
2021-08-11,3242,2947
2021-08-12,3242,2947
2021-08-13,3242,2947
2021-08-14,3242,2947
2021-08-15,3242,2947
2021-08-16,3242,2947
2021-08-17,3242,2947
2021-08-18,3242,2947
2021-08-19,3242,2947
2021-08-20,3316,2947
2021-08-21,3242,2947
2021-08-22,3242,2947
2021-08-23,3242,2947
2021-08-24,3242,2947
2021-08-25,3242,2947
2021-08-26,3242,2947
2021-08-27,3242,2947
2021-08-28,3242,2947
2021-08-29,3242,2947
2021-08-30,3389,3095
2021-08-31,3337,3047
2021-09-01,3337,3047
2021-09-02,3337,3047
2021-09-03,3337,3047
2021-09-04,3337,3047
2021-09-05,3337,3047
2021-09-06,3192,2901
2021-09-07,3192,2901
2021-09-08,3627,3192
2021-09-09,3627,3192
2021-09-10,3192,2901
2021-09-11,3192,2901
2021-09-12,3192,2901
2021-09-13,2901,2611
2021-09-14,2901,2611
2021-09-15,2901,2611
2021-09-16,2901,2611
2021-09-17,2901,2611
2021-09-18,2901,2611
2021-09-19,2901,2611
2021-09-20,3192,2901
2021-09-21,3192,2901
2021-09-22,2539,2176
2021-09-23,2539,2176
2021-09-24,3264,2901
2021-09-25,3264,2901
2021-09-26,3264,2901
2021-09-27,3047,2901
2021-09-28,3047,2901
2021-09-29,3264,2901
2021-09-30,3264,2901
2021-10-01,3143,2857
2021-10-02,3143,2857
2021-10-03,3143,2857
2021-10-04,3143,2857
2021-10-05,3143,2857
2021-10-06,3143,2857
2021-10-07,3143,2857
2021-10-08,3143,2857
2021-10-09,3143,2857
2021-10-10,3143,2857
2021-10-11,2714,2571
2021-10-12,2714,2571
2021-10-13,3214,2857
2021-10-14,3214,2857
2021-10-15,3214,2857
2021-10-16,3214,2857
2021-10-17,3214,2857
2021-10-18,3143,2857
2021-10-19,3143,2857
2021-10-20,3143,2857
2021-10-21,3143,2857
2021-10-22,3143,2857
2021-10-23,3143,2857
2021-10-24,3143,2857
2021-10-25,2857,2714
2021-10-26,2857,2714
2021-10-27,2857,2714
